股票	3.02705560159
指	3.1932660075
证券	3.8064860694
做	4.31634182781
意思	4.36064937422
含义	4.47351021214
解释	4.48280795673
干	4.52540565604
债券	4.66659668371
交易	4.98213775096
基金	5.08222291796
开户	5.16711181555
风险	5.21279463088
账户	5.23619019829
公司	5.32956169643
干什么	5.46734483934
东西	5.47042423227
定义	5.475055681
干嘛	5.48125416547
何为	5.49060211421
作何解释	5.49060211421
资金	5.55288639246
原则	5.61798142068
买	5.68794397885
发行	5.72792045456
股份	5.73901816345
市场	5.78045611764
不	5.80163014075
请问	5.88135733322
资产	5.93139801572
收益	6.04846731905
委托	6.06466454658
融资	6.0716622727
收益率	6.11437675907
投资	6.13621780761
后	6.14603209743
股市	6.15343687865
新股	6.1783976231
股东	6.18091761508
国债	6.3046153393
网上	6.36064937422
银行	6.36637436205
需要	6.40415101285
证券公司	6.41005161429
现在	6.46427200529
你好	6.47042423227
证券交易	6.47042423227
资本	6.47351021214
价格	6.51106621677
分析	6.52060998944
会	6.52700776064
有限公司	6.5496260633
股	6.55942923833
转换	6.60946992083
期货	6.61627509873
上市	6.61968976315
中	6.62311252879
好	6.62311252879
优先	6.63342981977
业务	6.64382142562
时间	6.66130885235
上市公司	6.67545303467
日	6.67901085408
想	6.71508010879
偿还	6.72976415455
没有	6.77473491368
每股	6.77473491368
融券	6.79004216647
都	6.79004216647
方式	6.84893585552
股权	6.84893585552
钱	6.86100868783
炒股	6.89370572564
线	6.92293643697
清算	6.92716102283
还	6.92716102283
股票交易	6.93990951557
买入	6.94847152908
理论	6.94847152908
营业部	6.96141058478
管理	6.98764212636
计算	6.99206079762
拜拜	6.99206079762
办理	6.99649304394
非	7.01435946473
申购	7.04616820296
型	7.04616820296
是否	7.05077010492
区别	7.05538673299
操作	7.07400241116
卖出	7.07869410648
指数	7.09761496838
分红	7.10238421253
比率	7.10238421253
是不是	7.12162043139
行业	7.12646983105
 	7.16087986184
费用	7.17086395041
利率	7.17086395041
股价	7.17588202518
上	7.1859708428
股息	7.21666764003
再见	7.21666764003
手续费	7.24275686889
开通	7.24803181093
创业板	7.2533261106
价值	7.2746997614
影响	7.2746997614
式	7.28550651635
指标	7.2909404024
债权人	7.2963948325
有效	7.30186996256
知道	7.32398066417
不能	7.32956169643
净资产	7.34078895185
看	7.35779537716
买卖	7.37500466719
组合	7.40415101285
货币	7.41597644825
回购	7.41597644825
开	7.41597644825
技术	7.41597644825
转	7.42789961562
新	7.42789961562
经营	7.42789961562
股指	7.44597118855
交割	7.44597118855
密码	7.45814590249
时	7.4766028072
购买	7.48280795673
竞价	7.48280795673
谢谢	7.50158516376
信息	7.50158516376
结构	7.51424046456
性	7.52060998944
期权	7.52700776064
企业	7.5463730855
一下	7.55288639246
交收	7.56600189225
机构	7.57260462708
经纪	7.57260462708
T	7.58590144969
软件	7.59259610226
银行卡	7.61286849729
破产	7.62654343419
去	7.64730199435
标的	7.6825774691
政策	7.6825774691
算	7.69693276208
进行	7.7187371324
公司债券	7.7187371324
认股权证	7.7187371324
显示	7.74087610967
席位	7.74833191459
下	7.75582645113
当天	7.76336012382
直接	7.76336012382
K	7.76336012382
成交	7.77093334352
周转率	7.77854652763
今天	7.78620010018
赎回	7.78620010018
佣金	7.79389449197
信用	7.79389449197
股本	7.83299431166
说	7.83299431166
配资	7.84893585552
证券市场	7.84893585552
收入	7.85697317459
没	7.86505552089
0	7.87318340177
帐户	7.87318340177
结算	7.87318340177
里	7.88135733322
定价	7.89784545601
董事	7.90616072422
卖	7.91452419715
手机	7.94847152908
评估	7.94847152908
怎么回事	7.96574952051
到期	7.96574952051
自营	7.96574952051
人	7.98323694724
中国	7.98323694724
1	7.98323694724
市值	8.00093894897
配股	8.00093894897
招标	8.00093894897
公司债	8.00093894897
才能	8.00987207374
大	8.00987207374
期限	8.02790599657
投资者	8.04616820296
制度	8.09286143841
比较	8.11197026136
总	8.11197026136
过户	8.13133558623
账号	8.14111660702
年	8.15096439297
股东权益	8.15096439297
增长	8.15096439297
转账	8.16087986184
披露	8.17086395041
市盈率	8.19104183235
查询	8.21150593491
持有	8.22184787913
利息	8.22184787913
型基金	8.23226449508
有没有	8.23226449508
率	8.23226449508
贴现	8.24275686889
固定资产	8.24275686889
信托	8.2533261106
高	8.2639733548
系统	8.2639733548
分类法	8.2639733548
A股	8.2746997614
数量	8.28550651635
合并	8.28550651635
类	8.28550651635
问题	8.2963948325
只	8.30736595032
协议	8.30736595032
